script,wake_model,seed,method,turbine_id,x,y,AEP SS bins [GWh],AEP GB bins [GWh],runtime_sec,ss_bin_setup,gb_bin_setup,random_pct
RunSS_GB_FullBins,NOJ,1,SS,30,424904.1052631579,6147402.894736842,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,31,427231.7894736842,6151847.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,32,425569.15789473685,6150859.421052632,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,33,429892.0,6150118.736842105,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,34,424571.5789473684,6150365.631578947,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,35,424239.05263157893,6147156.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,36,428561.8947368421,6147156.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,37,427564.3157894737,6150859.421052632,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,38,426899.2631578947,6148884.263157895,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,39,425901.6842105263,6148637.368421053,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,40,423574.0,6150118.736842105,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,41,423574.0,6149131.157894737,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,42,428894.4210526316,6149378.052631579,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,43,428229.36842105264,6148637.368421053,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,44,426899.2631578947,6150118.736842105,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,45,428229.36842105264,6151847.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,46,426234.2105263158,6148143.578947368,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,47,428894.4210526316,6147896.684210527,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,48,429559.4736842105,6147156.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,49,424571.5789473684,6149378.052631579,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,50,424904.1052631579,6151106.315789473,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,51,428894.4210526316,6150612.52631579,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,52,429892.0,6151847.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,53,427564.3157894737,6147156.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,54,426234.2105263158,6147649.7894736845,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
