run_name,script,wake_model,seed,iteration,phase,AEP [GWh],elapsed_sec,wd_step_deg,n_wd,ws
SS_seed1,ResultsSS,NOJ,1,163,Two-step,72.94832259712922,6541.499574599962,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,164,Two-step,72.94832259712922,6585.26705189998,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,165,Two-step,72.95168688991328,6628.27070059994,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,166,Two-step,72.95168688991328,6670.70991949999,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,167,Two-step,72.95168688991328,6713.075817799952,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,168,Two-step,72.95168688991328,6756.728601699986,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,169,Two-step,72.95168688991328,6802.500157999981,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,170,Two-step,72.95168688991328,6847.944688699965,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,171,Two-step,72.95168688991328,6893.156642700022,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,172,Two-step,72.95168688991328,6935.820236199943,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,173,Two-step,72.95168688991328,6981.125659299956,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,174,Two-step,72.95168688991328,7025.622320700029,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,175,Two-step,72.95168688991328,7074.185508100025,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,176,Two-step,72.95168688991328,7128.199323399982,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,177,Two-step,72.95168688991328,7174.741466799926,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,178,Two-step,72.95168688991328,7214.211919199966,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,179,Two-step,72.95168688991328,7252.866859900008,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,180,Two-step,72.95168688991328,7296.666985299962,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,181,Two-step,72.95168688991328,7330.282400699973,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,182,Two-step,72.95168688991328,7363.560962099989,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,183,Two-step,72.95168688991328,7391.651014500007,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,184,Two-step,72.95168688991328,7417.495089899923,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,185,Two-step,72.95168688991328,7448.016208199959,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,186,Two-step,72.95168688991328,7478.509316599986,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,187,Two-step,72.95168688991328,7511.691297799989,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,188,Two-step,72.95168688991328,7550.181091099919,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,189,Two-step,72.95168688991328,7589.943037899968,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,190,Two-step,72.95168688991328,7632.173161899962,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,191,Two-step,72.95168688991328,7671.393022699922,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,192,Two-step,72.95168688991328,7711.672601400001,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,193,Two-step,72.95168688991328,7749.031309299928,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,194,Two-step,72.95168688991328,7791.1705956999795,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,195,Two-step,72.95168688991328,7829.2268624000135,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,196,Two-step,72.95168688991328,7863.490599199955,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,197,Two-step,72.95168688991328,7898.927075699961,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,198,Two-step,72.95168688991328,7939.1517691999325,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,199,Two-step,72.95168688991328,7983.440641299996,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,200,Two-step,72.95168688991328,8033.0006553999265,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,201,Two-step,72.95168688991328,8074.856138999981,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,202,Two-step,72.95168688991328,8115.091044099943,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,203,Two-step,72.95168688991328,8151.171567499929,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,204,Two-step,72.95168688991328,8195.408470399969,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,205,Two-step,72.95240979456925,8233.113674499968,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,206,Two-step,72.95240979456925,8279.074531499937,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,207,Two-step,72.95240979456925,8324.85178560001,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,208,Two-step,72.95240979456925,8366.425298799935,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,209,Two-step,72.95240979456925,8401.63192559994,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,210,Two-step,72.95240979456925,8446.060225899972,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,211,Two-step,72.95240979456925,8489.731566699978,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,212,Two-step,72.95240979456925,8528.599972099939,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,213,Two-step,72.95240979456925,8565.384689000028,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,214,Two-step,72.95240979456925,8602.210384399921,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,215,Two-step,72.95240979456925,8635.649043700018,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,216,Two-step,72.95240979456925,8677.440905999916,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,217,Two-step,72.95341083662922,8705.477146299963,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,218,Two-step,72.95341083662922,8736.448993899918,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,219,Two-step,72.95341083662922,8771.677900199953,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,220,Two-step,72.95341083662922,8815.109527299937,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,221,Two-step,72.95341083662922,8854.837328099937,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,222,Two-step,72.95341083662922,8880.404742899991,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,223,Two-step,72.9577069235779,8904.849426499975,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,224,Two-step,72.9577069235779,8929.352817799954,10,36,9.6
